payment_id,user_id,paid_at,amount_usd,plan,is_refunded,net_amount_usd
P00002953,U0001342,2022-09-01,49.0,monthly,0,49.0
P00002954,U0001343,2021-03-05,399.0,annual,0,399.0
P00002955,U0001345,2022-03-01,49.0,monthly,0,49.0
P00002956,U0001345,2022-04-01,49.0,monthly,0,49.0
P00002957,U0001345,2022-05-01,49.0,monthly,0,49.0
P00002958,U0001346,2021-01-12,399.0,annual,0,399.0
P00002959,U0001348,2021-12-30,49.0,monthly,0,49.0
P00002960,U0001348,2022-01-30,49.0,monthly,0,49.0
P00002961,U0001348,2022-02-28,49.0,monthly,0,49.0
P00002962,U0001348,2022-03-28,49.0,monthly,0,49.0
P00002963,U0001348,2022-04-28,49.0,monthly,0,49.0
P00002964,U0001348,2022-05-28,49.0,monthly,0,49.0
P00002965,U0001348,2022-06-28,49.0,monthly,0,49.0
P00002966,U0001348,2022-07-28,49.0,monthly,0,49.0
P00002967,U0001348,2022-08-28,49.0,monthly,0,49.0
P00002968,U0001348,2022-09-28,49.0,monthly,0,49.0
P00002969,U0001352,2022-04-17,49.0,monthly,0,49.0
P00002970,U0001352,2022-05-17,49.0,monthly,0,49.0
P00002971,U0001352,2022-06-17,49.0,monthly,0,49.0
P00002972,U0001352,2022-07-17,49.0,monthly,0,49.0
P00002973,U0001352,2022-08-17,49.0,monthly,0,49.0
P00002974,U0001352,2022-09-17,49.0,monthly,0,49.0
P00002975,U0001352,2022-10-17,49.0,monthly,0,49.0
P00002976,U0001352,2022-11-17,49.0,monthly,0,49.0
P00002977,U0001352,2022-12-17,49.0,monthly,0,49.0
P00002978,U0001352,2023-01-17,49.0,monthly,0,49.0
P00002979,U0001352,2023-02-17,49.0,monthly,0,49.0
P00002980,U0001353,2021-04-01,399.0,annual,0,399.0
P00002981,U0001355,2021-10-08,49.0,monthly,0,49.0
P00002982,U0001355,2021-11-08,49.0,monthly,0,49.0
P00002983,U0001355,2021-12-08,49.0,monthly,0,49.0
P00002984,U0001355,2022-01-08,49.0,monthly,0,49.0
P00002985,U0001355,2022-02-08,49.0,monthly,0,49.0
P00002986,U0001355,2022-03-08,49.0,monthly,0,49.0
P00002987,U0001355,2022-04-08,49.0,monthly,0,49.0
P00002988,U0001355,2022-05-08,49.0,monthly,0,49.0
P00002989,U0001355,2022-06-08,49.0,monthly,0,49.0
P00002990,U0001355,2022-07-08,49.0,monthly,0,49.0
P00002991,U0001355,2022-08-08,49.0,monthly,0,49.0
P00002992,U0001355,2022-09-08,49.0,monthly,0,49.0
P00002993,U0001355,2022-10-08,49.0,monthly,0,49.0
P00002994,U0001355,2022-11-08,49.0,monthly,0,49.0
P00002995,U0001355,2022-12-08,49.0,monthly,0,49.0
P00002996,U0001355,2023-01-08,49.0,monthly,0,49.0
P00002997,U0001355,2023-02-08,49.0,monthly,0,49.0
P00002998,U0001356,2021-06-04,399.0,annual,0,399.0
P00002999,U0001360,2021-11-10,49.0,monthly,0,49.0
P00003000,U0001360,2021-12-10,49.0,monthly,0,49.0
P00003001,U0001360,2022-01-10,49.0,monthly,0,49.0
P00003002,U0001365,2021-04-06,49.0,monthly,0,49.0
P00003003,U0001365,2021-05-06,49.0,monthly,0,49.0
P00003004,U0001366,2022-11-29,49.0,monthly,0,49.0
P00003005,U0001366,2022-12-29,49.0,monthly,0,49.0
P00003006,U0001366,2023-01-29,49.0,monthly,0,49.0
P00003007,U0001367,2021-04-19,49.0,monthly,0,49.0
P00003008,U0001367,2021-05-19,49.0,monthly,0,49.0
P00003009,U0001367,2021-06-19,49.0,monthly,0,49.0
P00003010,U0001367,2021-07-19,49.0,monthly,0,49.0
P00003011,U0001367,2021-08-19,49.0,monthly,0,49.0
P00003012,U0001367,2021-09-19,49.0,monthly,0,49.0
P00003013,U0001367,2021-10-19,49.0,monthly,0,49.0
P00003014,U0001367,2021-11-19,49.0,monthly,0,49.0
P00003015,U0001367,2021-12-19,49.0,monthly,0,49.0
P00003016,U0001367,2022-01-19,49.0,monthly,0,49.0
P00003017,U0001367,2022-02-19,49.0,monthly,0,49.0
P00003018,U0001367,2022-03-19,49.0,monthly,0,49.0
P00003019,U0001369,2022-12-12,49.0,monthly,0,49.0
P00003020,U0001370,2021-01-08,49.0,monthly,0,49.0
P00003021,U0001370,2021-02-08,49.0,monthly,0,49.0
P00003022,U0001370,2021-03-08,49.0,monthly,0,49.0
P00003023,U0001370,2021-04-08,49.0,monthly,0,49.0
P00003024,U0001370,2021-05-08,49.0,monthly,0,49.0
P00003025,U0001370,2021-06-08,49.0,monthly,0,49.0
P00003026,U0001371,2021-05-27,49.0,monthly,0,49.0
P00003027,U0001371,2021-06-27,49.0,monthly,0,49.0
P00003028,U0001371,2021-07-27,49.0,monthly,0,49.0
P00003029,U0001371,2021-08-27,49.0,monthly,0,49.0
P00003030,U0001371,2021-09-27,49.0,monthly,0,49.0
P00003031,U0001373,2021-05-31,49.0,monthly,1,0.0
P00003032,U0001373,2021-06-30,49.0,monthly,0,49.0
P00003033,U0001373,2021-07-30,49.0,monthly,0,49.0
P00003034,U0001373,2021-08-30,49.0,monthly,0,49.0
P00003035,U0001373,2021-09-30,49.0,monthly,0,49.0
P00003036,U0001373,2021-10-30,49.0,monthly,0,49.0
P00003037,U0001373,2021-11-30,49.0,monthly,0,49.0
P00003038,U0001373,2021-12-30,49.0,monthly,0,49.0
P00003039,U0001373,2022-01-30,49.0,monthly,0,49.0
P00003040,U0001373,2022-02-28,49.0,monthly,0,49.0
P00003041,U0001373,2022-03-28,49.0,monthly,0,49.0
P00003042,U0001373,2022-04-28,49.0,monthly,0,49.0
P00003043,U0001373,2022-05-28,49.0,monthly,0,49.0
P00003044,U0001373,2022-06-28,49.0,monthly,0,49.0
P00003045,U0001373,2022-07-28,49.0,monthly,0,49.0
P00003046,U0001373,2022-08-28,49.0,monthly,0,49.0
P00003047,U0001375,2021-06-13,49.0,monthly,0,49.0
P00003048,U0001375,2021-07-13,49.0,monthly,0,49.0
P00003049,U0001375,2021-08-13,49.0,monthly,0,49.0
P00003050,U0001375,2021-09-13,49.0,monthly,0,49.0
P00003051,U0001375,2021-10-13,49.0,monthly,0,49.0
P00003052,U0001378,2021-06-08,49.0,monthly,0,49.0
P00003053,U0001378,2021-07-08,49.0,monthly,0,49.0
P00003054,U0001378,2021-08-08,49.0,monthly,0,49.0
P00003055,U0001378,2021-09-08,49.0,monthly,0,49.0
P00003056,U0001378,2021-10-08,49.0,monthly,0,49.0
P00003057,U0001378,2021-11-08,49.0,monthly,0,49.0
P00003058,U0001385,2021-12-30,49.0,monthly,0,49.0
P00003059,U0001385,2022-01-30,49.0,monthly,0,49.0
P00003060,U0001385,2022-02-28,49.0,monthly,0,49.0
P00003061,U0001385,2022-03-28,49.0,monthly,0,49.0
P00003062,U0001386,2021-03-20,399.0,annual,0,399.0
P00003063,U0001387,2021-05-16,49.0,monthly,0,49.0
P00003064,U0001389,2021-12-22,399.0,annual,0,399.0
P00003065,U0001393,2022-11-15,49.0,monthly,0,49.0
P00003066,U0001393,2022-12-15,49.0,monthly,0,49.0
P00003067,U0001393,2023-01-15,49.0,monthly,0,49.0
P00003068,U0001393,2023-02-15,49.0,monthly,0,49.0
P00003069,U0001394,2023-02-19,49.0,monthly,0,49.0
P00003070,U0001395,2021-03-21,49.0,monthly,0,49.0
P00003071,U0001395,2021-04-21,49.0,monthly,0,49.0
P00003072,U0001395,2021-05-21,49.0,monthly,0,49.0
P00003073,U0001395,2021-06-21,49.0,monthly,0,49.0
P00003074,U0001395,2021-07-21,49.0,monthly,0,49.0
P00003075,U0001395,2021-08-21,49.0,monthly,0,49.0
P00003076,U0001395,2021-09-21,49.0,monthly,0,49.0
P00003077,U0001395,2021-10-21,49.0,monthly,0,49.0
P00003078,U0001395,2021-11-21,49.0,monthly,0,49.0
P00003079,U0001395,2021-12-21,49.0,monthly,0,49.0
P00003080,U0001395,2022-01-21,49.0,monthly,0,49.0
P00003081,U0001397,2021-11-23,49.0,monthly,0,49.0
P00003082,U0001397,2021-12-23,49.0,monthly,0,49.0
P00003083,U0001397,2022-01-23,49.0,monthly,0,49.0
P00003084,U0001397,2022-02-23,49.0,monthly,0,49.0
P00003085,U0001397,2022-03-23,49.0,monthly,0,49.0
P00003086,U0001398,2022-09-26,399.0,annual,0,399.0
P00003087,U0001399,2022-04-21,49.0,monthly,0,49.0
P00003088,U0001399,2022-05-21,49.0,monthly,0,49.0
P00003089,U0001402,2022-12-01,399.0,annual,0,399.0
P00003090,U0001403,2023-02-11,49.0,monthly,0,49.0
P00003091,U0001404,2022-12-13,49.0,monthly,0,49.0
P00003092,U0001404,2023-01-13,49.0,monthly,0,49.0
P00003093,U0001404,2023-02-13,49.0,monthly,0,49.0
P00003094,U0001405,2022-01-29,49.0,monthly,0,49.0
P00003095,U0001405,2022-02-28,49.0,monthly,0,49.0
P00003096,U0001405,2022-03-28,49.0,monthly,0,49.0
P00003097,U0001405,2022-04-28,49.0,monthly,0,49.0
P00003098,U0001405,2022-05-28,49.0,monthly,0,49.0
P00003099,U0001405,2022-06-28,49.0,monthly,0,49.0
P00003100,U0001405,2022-07-28,49.0,monthly,0,49.0
P00003101,U0001405,2022-08-28,49.0,monthly,0,49.0
P00003102,U0001405,2022-09-28,49.0,monthly,0,49.0
P00003103,U0001405,2022-10-28,49.0,monthly,0,49.0
P00003104,U0001405,2022-11-28,49.0,monthly,0,49.0
P00003105,U0001405,2022-12-28,49.0,monthly,0,49.0
P00003106,U0001405,2023-01-28,49.0,monthly,0,49.0
P00003107,U0001406,2022-02-04,399.0,annual,0,399.0
P00003108,U0001413,2022-09-25,399.0,annual,0,399.0
P00003109,U0001416,2021-03-07,399.0,annual,0,399.0
P00003110,U0001417,2022-01-04,49.0,monthly,0,49.0
P00003111,U0001417,2022-02-04,49.0,monthly,0,49.0
P00003112,U0001419,2022-09-30,49.0,monthly,0,49.0
P00003113,U0001419,2022-10-30,49.0,monthly,0,49.0
P00003114,U0001419,2022-11-30,49.0,monthly,0,49.0
P00003115,U0001419,2022-12-30,49.0,monthly,0,49.0
P00003116,U0001420,2021-12-09,49.0,monthly,0,49.0
P00003117,U0001420,2022-01-09,49.0,monthly,0,49.0
P00003118,U0001420,2022-02-09,49.0,monthly,0,49.0
P00003119,U0001420,2022-03-09,49.0,monthly,0,49.0
P00003120,U0001420,2022-04-09,49.0,monthly,0,49.0
P00003121,U0001420,2022-05-09,49.0,monthly,0,49.0
P00003122,U0001420,2022-06-09,49.0,monthly,0,49.0
P00003123,U0001420,2022-07-09,49.0,monthly,0,49.0
P00003124,U0001420,2022-08-09,49.0,monthly,0,49.0
P00003125,U0001420,2022-09-09,49.0,monthly,0,49.0
P00003126,U0001420,2022-10-09,49.0,monthly,0,49.0
P00003127,U0001420,2022-11-09,49.0,monthly,0,49.0
P00003128,U0001420,2022-12-09,49.0,monthly,0,49.0
P00003129,U0001420,2023-01-09,49.0,monthly,0,49.0
P00003130,U0001420,2023-02-09,49.0,monthly,0,49.0
P00003131,U0001422,2021-01-09,49.0,monthly,0,49.0
P00003132,U0001422,2021-02-09,49.0,monthly,0,49.0
P00003133,U0001422,2021-03-09,49.0,monthly,0,49.0
P00003134,U0001422,2021-04-09,49.0,monthly,0,49.0
P00003135,U0001422,2021-05-09,49.0,monthly,0,49.0
P00003136,U0001422,2021-06-09,49.0,monthly,0,49.0
P00003137,U0001422,2021-07-09,49.0,monthly,0,49.0
P00003138,U0001423,2022-01-06,49.0,monthly,0,49.0
P00003139,U0001423,2022-02-06,49.0,monthly,0,49.0
P00003140,U0001423,2022-03-06,49.0,monthly,0,49.0
P00003141,U0001423,2022-04-06,49.0,monthly,0,49.0
P00003142,U0001423,2022-05-06,49.0,monthly,0,49.0
P00003143,U0001423,2022-06-06,49.0,monthly,0,49.0
P00003144,U0001423,2022-07-06,49.0,monthly,0,49.0
P00003145,U0001423,2022-08-06,49.0,monthly,0,49.0
P00003146,U0001423,2022-09-06,49.0,monthly,0,49.0
P00003147,U0001423,2022-10-06,49.0,monthly,0,49.0
P00003148,U0001423,2022-11-06,49.0,monthly,0,49.0
P00003149,U0001423,2022-12-06,49.0,monthly,0,49.0
P00003150,U0001423,2023-01-06,49.0,monthly,0,49.0
P00003151,U0001425,2021-03-28,49.0,monthly,0,49.0
P00003152,U0001425,2021-04-28,49.0,monthly,0,49.0
P00003153,U0001425,2021-05-28,49.0,monthly,0,49.0
P00003154,U0001425,2021-06-28,49.0,monthly,0,49.0
P00003155,U0001425,2021-07-28,49.0,monthly,0,49.0
P00003156,U0001425,2021-08-28,49.0,monthly,0,49.0
P00003157,U0001425,2021-09-28,49.0,monthly,0,49.0
P00003158,U0001425,2021-10-28,49.0,monthly,0,49.0
P00003159,U0001427,2022-03-17,49.0,monthly,0,49.0
P00003160,U0001427,2022-04-17,49.0,monthly,0,49.0
P00003161,U0001427,2022-05-17,49.0,monthly,0,49.0
P00003162,U0001427,2022-06-17,49.0,monthly,0,49.0
P00003163,U0001427,2022-07-17,49.0,monthly,0,49.0
P00003164,U0001427,2022-08-17,49.0,monthly,0,49.0
P00003165,U0001427,2022-09-17,49.0,monthly,0,49.0
P00003166,U0001427,2022-10-17,49.0,monthly,0,49.0
P00003167,U0001427,2022-11-17,49.0,monthly,0,49.0
P00003168,U0001427,2022-12-17,49.0,monthly,0,49.0
P00003169,U0001427,2023-01-17,49.0,monthly,0,49.0
P00003170,U0001430,2021-08-09,49.0,monthly,0,49.0
P00003171,U0001430,2021-09-09,49.0,monthly,0,49.0
P00003172,U0001430,2021-10-09,49.0,monthly,0,49.0
P00003173,U0001430,2021-11-09,49.0,monthly,0,49.0
P00003174,U0001430,2021-12-09,49.0,monthly,0,49.0
P00003175,U0001430,2022-01-09,49.0,monthly,0,49.0
P00003176,U0001430,2022-02-09,49.0,monthly,0,49.0
P00003177,U0001430,2022-03-09,49.0,monthly,0,49.0
P00003178,U0001430,2022-04-09,49.0,monthly,0,49.0
P00003179,U0001430,2022-05-09,49.0,monthly,0,49.0
P00003180,U0001430,2022-06-09,49.0,monthly,0,49.0
P00003181,U0001430,2022-07-09,49.0,monthly,0,49.0
P00003182,U0001430,2022-08-09,49.0,monthly,0,49.0
P00003183,U0001430,2022-09-09,49.0,monthly,0,49.0
P00003184,U0001430,2022-10-09,49.0,monthly,0,49.0
P00003185,U0001436,2022-02-20,399.0,annual,0,399.0
P00003186,U0001438,2022-11-05,49.0,monthly,0,49.0
P00003187,U0001438,2022-12-05,49.0,monthly,0,49.0
P00003188,U0001438,2023-01-05,49.0,monthly,0,49.0
P00003189,U0001438,2023-02-05,49.0,monthly,0,49.0
P00003190,U0001442,2023-01-29,399.0,annual,0,399.0
P00003191,U0001445,2021-10-23,49.0,monthly,0,49.0
P00003192,U0001445,2021-11-23,49.0,monthly,0,49.0
P00003193,U0001445,2021-12-23,49.0,monthly,0,49.0
P00003194,U0001445,2022-01-23,49.0,monthly,0,49.0
P00003195,U0001445,2022-02-23,49.0,monthly,0,49.0
P00003196,U0001445,2022-03-23,49.0,monthly,0,49.0
P00003197,U0001445,2022-04-23,49.0,monthly,0,49.0
P00003198,U0001445,2022-05-23,49.0,monthly,0,49.0
P00003199,U0001445,2022-06-23,49.0,monthly,0,49.0
P00003200,U0001445,2022-07-23,49.0,monthly,0,49.0
P00003201,U0001445,2022-08-23,49.0,monthly,0,49.0
P00003202,U0001445,2022-09-23,49.0,monthly,0,49.0
P00003203,U0001445,2022-10-23,49.0,monthly,0,49.0
P00003204,U0001445,2022-11-23,49.0,monthly,0,49.0
P00003205,U0001445,2022-12-23,49.0,monthly,0,49.0
P00003206,U0001445,2023-01-23,49.0,monthly,0,49.0
P00003207,U0001445,2023-02-23,49.0,monthly,0,49.0
P00003208,U0001446,2022-02-21,49.0,monthly,0,49.0
P00003209,U0001446,2022-03-21,49.0,monthly,0,49.0
P00003210,U0001446,2022-04-21,49.0,monthly,0,49.0
P00003211,U0001446,2022-05-21,49.0,monthly,0,49.0
P00003212,U0001446,2022-06-21,49.0,monthly,0,49.0
P00003213,U0001446,2022-07-21,49.0,monthly,0,49.0
P00003214,U0001447,2021-12-07,49.0,monthly,0,49.0
P00003215,U0001447,2022-01-07,49.0,monthly,0,49.0
P00003216,U0001447,2022-02-07,49.0,monthly,0,49.0
P00003217,U0001447,2022-03-07,49.0,monthly,0,49.0
P00003218,U0001447,2022-04-07,49.0,monthly,0,49.0
P00003219,U0001447,2022-05-07,49.0,monthly,0,49.0
P00003220,U0001447,2022-06-07,49.0,monthly,0,49.0
P00003221,U0001447,2022-07-07,49.0,monthly,0,49.0
P00003222,U0001448,2022-01-26,49.0,monthly,0,49.0
P00003223,U0001448,2022-02-26,49.0,monthly,0,49.0
P00003224,U0001448,2022-03-26,49.0,monthly,0,49.0
P00003225,U0001448,2022-04-26,49.0,monthly,0,49.0
P00003226,U0001449,2022-07-30,49.0,monthly,0,49.0
P00003227,U0001449,2022-08-30,49.0,monthly,0,49.0
P00003228,U0001449,2022-09-30,49.0,monthly,0,49.0
P00003229,U0001449,2022-10-30,49.0,monthly,0,49.0
P00003230,U0001449,2022-11-30,49.0,monthly,0,49.0
P00003231,U0001449,2022-12-30,49.0,monthly,0,49.0
P00003232,U0001449,2023-01-30,49.0,monthly,0,49.0
P00003233,U0001452,2022-10-26,49.0,monthly,0,49.0
P00003234,U0001452,2022-11-26,49.0,monthly,0,49.0
P00003235,U0001452,2022-12-26,49.0,monthly,0,49.0
P00003236,U0001452,2023-01-26,49.0,monthly,0,49.0
P00003237,U0001452,2023-02-26,49.0,monthly,0,49.0
P00003238,U0001456,2022-01-12,399.0,annual,0,399.0
P00003239,U0001458,2022-05-06,49.0,monthly,0,49.0
P00003240,U0001458,2022-06-06,49.0,monthly,0,49.0
P00003241,U0001458,2022-07-06,49.0,monthly,0,49.0
P00003242,U0001458,2022-08-06,49.0,monthly,0,49.0
P00003243,U0001458,2022-09-06,49.0,monthly,0,49.0
P00003244,U0001458,2022-10-06,49.0,monthly,0,49.0
P00003245,U0001458,2022-11-06,49.0,monthly,0,49.0
P00003246,U0001458,2022-12-06,49.0,monthly,0,49.0
P00003247,U0001458,2023-01-06,49.0,monthly,0,49.0
P00003248,U0001458,2023-02-06,49.0,monthly,0,49.0
P00003249,U0001461,2021-04-30,49.0,monthly,0,49.0
P00003250,U0001461,2021-05-30,49.0,monthly,0,49.0
P00003251,U0001461,2021-06-30,49.0,monthly,0,49.0
P00003252,U0001461,2021-07-30,49.0,monthly,0,49.0
P00003253,U0001461,2021-08-30,49.0,monthly,0,49.0
P00003254,U0001461,2021-09-30,49.0,monthly,0,49.0
P00003255,U0001461,2021-10-30,49.0,monthly,0,49.0
P00003256,U0001461,2021-11-30,49.0,monthly,0,49.0
P00003257,U0001461,2021-12-30,49.0,monthly,0,49.0
P00003258,U0001461,2022-01-30,49.0,monthly,0,49.0
P00003259,U0001461,2022-02-28,49.0,monthly,0,49.0
P00003260,U0001461,2022-03-28,49.0,monthly,0,49.0
P00003261,U0001461,2022-04-28,49.0,monthly,0,49.0
P00003262,U0001461,2022-05-28,49.0,monthly,0,49.0
P00003263,U0001461,2022-06-28,49.0,monthly,0,49.0
P00003264,U0001461,2022-07-28,49.0,monthly,0,49.0
P00003265,U0001464,2021-02-11,49.0,monthly,0,49.0
P00003266,U0001464,2021-03-11,49.0,monthly,0,49.0
P00003267,U0001464,2021-04-11,49.0,monthly,0,49.0
P00003268,U0001464,2021-05-11,49.0,monthly,0,49.0
P00003269,U0001464,2021-06-11,49.0,monthly,0,49.0
P00003270,U0001464,2021-07-11,49.0,monthly,0,49.0
P00003271,U0001464,2021-08-11,49.0,monthly,0,49.0
P00003272,U0001464,2021-09-11,49.0,monthly,0,49.0
P00003273,U0001466,2021-03-26,49.0,monthly,0,49.0
P00003274,U0001466,2021-04-26,49.0,monthly,0,49.0
P00003275,U0001466,2021-05-26,49.0,monthly,0,49.0
P00003276,U0001467,2022-09-18,49.0,monthly,0,49.0
P00003277,U0001467,2022-10-18,49.0,monthly,0,49.0
P00003278,U0001467,2022-11-18,49.0,monthly,0,49.0
P00003279,U0001468,2021-06-14,399.0,annual,0,399.0
P00003280,U0001468,2022-06-14,399.0,annual,0,399.0
P00003281,U0001469,2022-09-12,49.0,monthly,0,49.0
P00003282,U0001469,2022-10-12,49.0,monthly,0,49.0
P00003283,U0001469,2022-11-12,49.0,monthly,0,49.0
P00003284,U0001469,2022-12-12,49.0,monthly,0,49.0
P00003285,U0001469,2023-01-12,49.0,monthly,0,49.0
P00003286,U0001469,2023-02-12,49.0,monthly,0,49.0
P00003287,U0001470,2022-01-27,399.0,annual,0,399.0
P00003288,U0001471,2021-03-12,49.0,monthly,0,49.0
P00003289,U0001471,2021-04-12,49.0,monthly,0,49.0
P00003290,U0001471,2021-05-12,49.0,monthly,0,49.0
P00003291,U0001471,2021-06-12,49.0,monthly,0,49.0
P00003292,U0001471,2021-07-12,49.0,monthly,0,49.0
P00003293,U0001471,2021-08-12,49.0,monthly,0,49.0
P00003294,U0001471,2021-09-12,49.0,monthly,0,49.0
P00003295,U0001471,2021-10-12,49.0,monthly,0,49.0
P00003296,U0001471,2021-11-12,49.0,monthly,0,49.0
P00003297,U0001471,2021-12-12,49.0,monthly,0,49.0
P00003298,U0001471,2022-01-12,49.0,monthly,0,49.0
P00003299,U0001471,2022-02-12,49.0,monthly,0,49.0
P00003300,U0001471,2022-03-12,49.0,monthly,0,49.0
P00003301,U0001471,2022-04-12,49.0,monthly,0,49.0
P00003302,U0001471,2022-05-12,49.0,monthly,0,49.0
P00003303,U0001471,2022-06-12,49.0,monthly,0,49.0
P00003304,U0001472,2021-02-03,49.0,monthly,0,49.0
P00003305,U0001472,2021-03-03,49.0,monthly,0,49.0
P00003306,U0001472,2021-04-03,49.0,monthly,1,0.0
P00003307,U0001472,2021-05-03,49.0,monthly,0,49.0
P00003308,U0001476,2021-05-11,49.0,monthly,0,49.0
P00003309,U0001476,2021-06-11,49.0,monthly,0,49.0
P00003310,U0001476,2021-07-11,49.0,monthly,0,49.0
P00003311,U0001476,2021-08-11,49.0,monthly,0,49.0
P00003312,U0001478,2022-03-11,49.0,monthly,0,49.0
P00003313,U0001478,2022-04-11,49.0,monthly,0,49.0
P00003314,U0001478,2022-05-11,49.0,monthly,0,49.0
P00003315,U0001478,2022-06-11,49.0,monthly,0,49.0
P00003316,U0001478,2022-07-11,49.0,monthly,0,49.0
P00003317,U0001478,2022-08-11,49.0,monthly,0,49.0
P00003318,U0001478,2022-09-11,49.0,monthly,0,49.0
P00003319,U0001478,2022-10-11,49.0,monthly,0,49.0
P00003320,U0001478,2022-11-11,49.0,monthly,0,49.0
P00003321,U0001478,2022-12-11,49.0,monthly,0,49.0
P00003322,U0001482,2021-04-13,399.0,annual,0,399.0
P00003323,U0001484,2021-11-04,49.0,monthly,0,49.0
P00003324,U0001484,2021-12-04,49.0,monthly,0,49.0
P00003325,U0001484,2022-01-04,49.0,monthly,0,49.0
P00003326,U0001484,2022-02-04,49.0,monthly,0,49.0
P00003327,U0001484,2022-03-04,49.0,monthly,0,49.0
P00003328,U0001484,2022-04-04,49.0,monthly,0,49.0
P00003329,U0001484,2022-05-04,49.0,monthly,0,49.0
P00003330,U0001484,2022-06-04,49.0,monthly,0,49.0
P00003331,U0001484,2022-07-04,49.0,monthly,0,49.0
P00003332,U0001484,2022-08-04,49.0,monthly,0,49.0
P00003333,U0001484,2022-09-04,49.0,monthly,0,49.0
P00003334,U0001484,2022-10-04,49.0,monthly,0,49.0
P00003335,U0001484,2022-11-04,49.0,monthly,0,49.0
P00003336,U0001484,2022-12-04,49.0,monthly,0,49.0
P00003337,U0001484,2023-01-04,49.0,monthly,0,49.0
P00003338,U0001485,2022-01-31,399.0,annual,0,399.0
P00003339,U0001486,2022-11-03,49.0,monthly,0,49.0
P00003340,U0001486,2022-12-03,49.0,monthly,0,49.0
P00003341,U0001486,2023-01-03,49.0,monthly,0,49.0
P00003342,U0001487,2021-12-01,49.0,monthly,0,49.0
P00003343,U0001487,2022-01-01,49.0,monthly,0,49.0
P00003344,U0001487,2022-02-01,49.0,monthly,0,49.0
P00003345,U0001490,2023-02-03,49.0,monthly,0,49.0
P00003346,U0001491,2022-08-07,49.0,monthly,0,49.0
P00003347,U0001491,2022-09-07,49.0,monthly,0,49.0
P00003348,U0001491,2022-10-07,49.0,monthly,0,49.0
P00003349,U0001491,2022-11-07,49.0,monthly,0,49.0
P00003350,U0001491,2022-12-07,49.0,monthly,0,49.0
P00003351,U0001491,2023-01-07,49.0,monthly,0,49.0
P00003352,U0001491,2023-02-07,49.0,monthly,0,49.0
P00003353,U0001492,2022-08-24,49.0,monthly,0,49.0
P00003354,U0001492,2022-09-24,49.0,monthly,0,49.0
P00003355,U0001492,2022-10-24,49.0,monthly,0,49.0
P00003356,U0001492,2022-11-24,49.0,monthly,0,49.0
P00003357,U0001492,2022-12-24,49.0,monthly,0,49.0
P00003358,U0001492,2023-01-24,49.0,monthly,0,49.0
P00003359,U0001493,2021-09-26,49.0,monthly,0,49.0
P00003360,U0001493,2021-10-26,49.0,monthly,0,49.0
P00003361,U0001493,2021-11-26,49.0,monthly,0,49.0
P00003362,U0001493,2021-12-26,49.0,monthly,0,49.0
P00003363,U0001493,2022-01-26,49.0,monthly,0,49.0
P00003364,U0001493,2022-02-26,49.0,monthly,0,49.0
P00003365,U0001493,2022-03-26,49.0,monthly,0,49.0
P00003366,U0001494,2023-01-29,49.0,monthly,0,49.0
P00003367,U0001495,2021-10-15,49.0,monthly,0,49.0
P00003368,U0001495,2021-11-15,49.0,monthly,0,49.0
P00003369,U0001495,2021-12-15,49.0,monthly,0,49.0
P00003370,U0001495,2022-01-15,49.0,monthly,0,49.0
P00003371,U0001495,2022-02-15,49.0,monthly,0,49.0
P00003372,U0001496,2021-06-11,399.0,annual,0,399.0
P00003373,U0001496,2022-06-11,399.0,annual,0,399.0
P00003374,U0001497,2022-11-25,49.0,monthly,0,49.0
P00003375,U0001497,2022-12-25,49.0,monthly,0,49.0
P00003376,U0001497,2023-01-25,49.0,monthly,1,0.0
P00003377,U0001498,2022-05-16,49.0,monthly,0,49.0
P00003378,U0001498,2022-06-16,49.0,monthly,0,49.0
P00003379,U0001498,2022-07-16,49.0,monthly,0,49.0
P00003380,U0001498,2022-08-16,49.0,monthly,0,49.0
P00003381,U0001498,2022-09-16,49.0,monthly,1,0.0
P00003382,U0001498,2022-10-16,49.0,monthly,0,49.0
P00003383,U0001498,2022-11-16,49.0,monthly,0,49.0
P00003384,U0001498,2022-12-16,49.0,monthly,0,49.0
P00003385,U0001498,2023-01-16,49.0,monthly,0,49.0
P00003386,U0001498,2023-02-16,49.0,monthly,0,49.0
P00003387,U0001499,2022-12-06,49.0,monthly,0,49.0
P00003388,U0001499,2023-01-06,49.0,monthly,0,49.0
P00003389,U0001499,2023-02-06,49.0,monthly,0,49.0
P00003390,U0001502,2022-10-24,49.0,monthly,0,49.0
P00003391,U0001502,2022-11-24,49.0,monthly,0,49.0
P00003392,U0001502,2022-12-24,49.0,monthly,0,49.0
P00003393,U0001502,2023-01-24,49.0,monthly,0,49.0
P00003394,U0001505,2021-10-22,399.0,annual,0,399.0
P00003395,U0001506,2022-12-29,399.0,annual,0,399.0
P00003396,U0001507,2022-09-20,49.0,monthly,0,49.0
P00003397,U0001507,2022-10-20,49.0,monthly,0,49.0
P00003398,U0001509,2021-03-09,399.0,annual,0,399.0
P00003399,U0001510,2022-05-14,49.0,monthly,0,49.0
P00003400,U0001510,2022-06-14,49.0,monthly,0,49.0
P00003401,U0001510,2022-07-14,49.0,monthly,0,49.0
P00003402,U0001512,2021-01-31,49.0,monthly,0,49.0
P00003403,U0001512,2021-02-28,49.0,monthly,0,49.0
